fecha,t_min_media,t_min_minima,t_prom_media,hdd_semana,heladas,precip_total,enso,rendimiento_usd,perdida_pct,deficit_temp
2015-07-12,11.39857142857143,9.3,14.825714285714286,0.0,0,30.15,0.6332857142857142,15348.59,4.07,1.3985714285714295
2015-07-19,13.732857142857142,8.98,17.047142857142855,0.0,0,5.17,0.652,14765.89,7.71,3.732857142857142
2015-07-26,13.615714285714287,9.93,17.095714285714287,0.0,0,33.82,0.6577142857142857,14876.03,7.02,3.6157142857142865
2015-08-02,9.602857142857143,7.67,12.87857142857143,0.0,0,61.74,0.6614285714285714,14552.89,9.04,-0.3971428571428568
2015-08-09,7.632857142857143,5.04,11.001428571428573,4.0710999999999995,0,24.32,0.6644285714285714,17005.42,-6.28,-2.3671428571428574
2015-08-16,8.997142857142858,6.25,12.495714285714286,0.0,0,5.35,0.6692857142857144,16369.79,-2.31,-1.0028571428571418
2015-08-23,6.551428571428572,4.69,10.084285714285715,4.561,0,20.25,0.6638571428571429,14291.86,10.68,-3.4485714285714284
2015-08-30,9.544285714285715,6.43,13.152857142857142,0.0158,0,35.86,0.6794285714285715,16163.09,-1.02,-0.45571428571428463
2015-09-06,10.975714285714286,8.62,13.801428571428572,0.0,0,25.05,0.6868571428571428,14380.31,10.12,0.975714285714286
2015-09-13,10.748571428571429,7.76,13.691428571428572,0.0,0,13.33,0.7011428571428571,15286.54,4.46,0.7485714285714291
2015-09-20,9.468571428571428,7.77,12.551428571428572,0.1813,0,11.719999999999999,0.715,13072.24,18.3,-0.531428571428572
2015-09-27,9.56,8.15,12.888571428571428,0.0,0,18.63,0.7114285714285714,12861.81,19.61,-0.4399999999999995
2015-10-04,9.322857142857144,5.32,12.537142857142857,0.2473,0,6.59,0.7034285714285714,14573.06,8.92,-0.6771428571428562
2015-10-11,7.152857142857143,4.28,10.51142857142857,4.0283999999999995,0,42.0,0.7235714285714285,15666.86,2.08,-2.847142857142857
2015-10-18,6.602857142857142,4.87,9.92,2.9503,0,10.149999999999999,0.7387142857142858,15711.18,1.81,-3.3971428571428577
2015-10-25,4.932857142857143,1.11,8.17,15.3473,2,23.09,0.7538571428571429,10686.72,33.21,-5.067142857142857
2015-11-01,2.027142857142857,-4.86,5.421428571428572,32.0524,3,7.229999999999999,0.7521428571428571,7082.53,55.73,-7.972857142857142
2015-11-08,7.822857142857143,3.83,11.427142857142856,3.231,0,17.52,0.7447142857142858,13350.53,16.56,-2.177142857142857
2015-11-15,8.167142857142858,5.54,11.56,0.5711,0,14.469999999999999,0.734,13779.64,13.88,-1.8328571428571419
2015-11-22,7.621428571428572,5.95,11.222857142857142,0.7859,0,14.09,0.7344285714285714,14160.64,11.5,-2.378571428571428
2015-11-29,8.515714285714285,6.19,12.12857142857143,0.4708,0,10.79,0.7125714285714285,16201.63,-1.26,-1.4842857142857149
2015-12-06,5.1971428571428575,2.66,8.605714285714287,12.7863,0,11.32,0.7054285714285714,15203.38,4.98,-4.8028571428571425
2015-12-13,9.365714285714287,5.93,13.42,0.8035,0,16.27,0.6885714285714286,13723.98,14.23,-0.6342857142857135
2015-12-20,10.265714285714285,7.82,14.251428571428573,0.0,0,10.2,0.6808571428571428,15172.82,5.17,0.2657142857142851
2015-12-27,6.405714285714287,4.74,9.967142857142857,3.7736,0,28.16,0.6687142857142857,14627.52,8.58,-3.5942857142857134
2016-01-03,8.707142857142857,6.18,12.691428571428572,0.7846,0,25.38,0.6435714285714286,14442.14,9.74,-1.2928571428571427
2016-01-10,9.61,6.85,13.415714285714285,0.0,0,14.61,0.6334285714285715,15856.69,0.9,-0.39000000000000057
2016-01-17,11.70857142857143,8.86,15.732857142857142,0.0,0,22.3,0.6352857142857143,16962.56,-6.02,1.70857142857143
2016-01-24,8.048571428571428,3.69,12.124285714285715,5.0829,0,27.179999999999996,0.6232857142857142,16916.2,-5.73,-1.951428571428572
2016-01-31,5.201428571428571,3.03,8.872857142857143,12.7085,0,27.12,0.6075714285714285,14323.17,10.48,-4.798571428571429
2016-02-07,7.835714285714286,4.41,11.955714285714285,2.3485,0,68.09,0.5977142857142858,14966.27,6.46,-2.1642857142857137
2016-02-14,8.638571428571428,5.51,12.828571428571427,0.2114,0,35.5,0.5954285714285714,15808.32,1.2,-1.361428571428572
2016-02-21,8.19,3.65,12.597142857142858,2.924,0,15.16,0.595,16647.71,-4.05,-1.8100000000000005
2016-02-28,9.874285714285715,4.46,14.185714285714285,0.9067,0,35.519999999999996,0.5931428571428572,15556.0,2.78,-0.12571428571428456
2016-03-06,7.034285714285715,1.84,11.784285714285714,5.0535,1,12.290000000000001,0.5808571428571428,13194.18,17.54,-2.9657142857142853
2016-03-13,10.735714285714286,8.89,15.200000000000001,0.0,0,17.509999999999998,0.5634285714285714,14231.85,11.05,0.7357142857142858
2016-03-20,8.93,6.39,13.48,0.0,0,18.759999999999998,0.5584285714285715,13585.95,15.09,-1.0700000000000003
2016-03-27,6.702857142857143,1.02,11.427142857142856,4.9426,1,9.35,0.5427142857142858,13493.74,15.66,-3.297142857142857
2016-04-03,5.3342857142857145,2.33,9.804285714285713,5.6926000000000005,0,26.73,0.527,16845.19,-5.28,-4.6657142857142855
2016-04-10,5.8028571428571425,2.78,10.299999999999999,4.0047999999999995,0,16.17,0.5211428571428571,16000.86,-0.01,-4.1971428571428575
2016-04-17,7.031428571428571,4.75,11.448571428571428,0.9554,0,18.189999999999998,0.5081428571428571,17112.42,-6.95,-2.968571428571429
2016-04-24,6.338571428571428,3.31,10.37857142857143,5.1567,0,10.79,0.48771428571428566,16377.35,-2.36,-3.661428571428572
2016-05-01,8.758571428571429,6.43,12.918571428571429,0.0,0,38.24,0.4827142857142857,15434.96,3.53,-1.241428571428571
2016-05-08,8.815714285714286,5.67,13.018571428571429,0.0615,0,39.18,0.4751428571428571,16019.43,-0.12,-1.1842857142857142
2016-05-15,9.177142857142856,7.44,13.387142857142859,0.0,0,40.87,0.46,17709.03,-10.68,-0.8228571428571438
2016-05-22,11.624285714285715,7.25,15.895714285714288,0.0,0,46.22,0.42657142857142855,16594.33,-3.71,1.6242857142857154
2016-05-29,12.165714285714285,9.27,16.445714285714285,0.0,0,44.79,0.4137142857142857,18011.97,-12.57,2.1657142857142855
2016-06-05,7.817142857142857,6.53,11.594285714285714,0.0,0,33.72,0.40485714285714286,13630.48,14.81,-2.1828571428571433
2016-06-12,8.601428571428572,4.11,12.552857142857144,2.0417,0,19.4,0.4045714285714285,15613.02,2.42,-1.3985714285714277
2016-06-19,8.614285714285714,7.76,12.521428571428572,0.0,0,18.04,0.39514285714285713,15880.56,0.75,-1.3857142857142861
2016-06-26,13.838571428571429,9.63,17.51142857142857,0.0,0,31.2,0.376,15468.53,3.32,3.838571428571429
2016-07-03,13.021428571428572,11.11,17.038571428571426,0.0,0,29.72,0.3638571428571428,15754.16,1.54,3.0214285714285722
2016-07-10,16.762857142857143,14.9,20.745714285714286,0.0,0,42.94,0.3455714285714286,13395.19,16.28,6.762857142857143
2016-07-17,15.018571428571429,11.9,18.50714285714286,0.0,0,9.84,0.3292857142857143,14459.96,9.63,5.018571428571429
2016-07-24,12.375714285714285,9.38,16.05,0.0,0,9.86,0.3172857142857143,15634.05,2.29,2.3757142857142846
2016-07-31,10.620000000000001,4.9,13.807142857142859,0.9279,0,23.16,0.29742857142857143,17437.14,-8.98,0.620000000000001
2016-08-07,9.522857142857143,5.38,12.752857142857142,2.5342000000000002,0,26.58,0.27085714285714285,15762.66,1.48,-0.47714285714285687
2016-08-14,13.578571428571427,11.83,16.827142857142857,0.0,0,30.52,0.254,14940.67,6.62,3.5785714285714274
2016-08-21,12.481428571428571,8.34,15.642857142857142,0.0,0,23.21,0.23700000000000002,14847.57,7.2,2.4814285714285713
2016-08-28,12.897142857142857,11.89,16.204285714285714,0.0,0,38.28,0.21185714285714288,16516.77,-3.23,2.897142857142857
2016-09-04,9.947142857142856,6.99,12.934285714285716,0.011,0,21.240000000000002,0.1822857142857143,16573.94,-3.59,-0.05285714285714427
2016-09-11,8.231428571428571,5.82,11.491428571428571,1.3635,0,18.37,0.16528571428571429,15457.13,3.39,-1.7685714285714287
2016-09-18,13.09142857142857,7.72,15.897142857142857,0.0,0,17.66,0.1397142857142857,16384.58,-2.4,3.0914285714285707
2016-09-25,9.745714285714286,7.11,12.834285714285715,0.0,0,17.42,0.119,16255.88,-1.6,-0.25428571428571445
2016-10-02,9.79857142857143,3.72,13.114285714285714,2.9383,0,12.510000000000002,0.09314285714285715,17004.01,-6.28,-0.20142857142857018
2016-10-09,13.955714285714285,10.75,17.094285714285714,0.0,0,36.01,0.0662857142857143,15707.11,1.83,3.9557142857142846
2016-10-16,9.877142857142857,5.32,13.191428571428572,0.7648,0,15.13,0.05128571428571428,15397.12,3.77,-0.12285714285714278
2016-10-23,3.71,-0.32,7.37,21.4012,2,25.15,0.031285714285714285,9863.4,38.35,-6.29
2016-10-30,7.622857142857143,4.26,10.881428571428572,2.6733,0,27.27,-0.019,13702.13,14.36,-2.3771428571428572
2016-11-06,10.262857142857143,8.39,13.472857142857142,0.0,0,22.46,-0.05357142857142857,15423.55,3.6,0.26285714285714334
2016-11-13,7.902857142857143,4.74,11.304285714285713,0.9054,0,21.25,-0.07914285714285715,15976.91,0.14,-2.097142857142857
2016-11-20,6.159999999999999,2.14,9.765714285714285,6.9561,0,12.34,-0.10099999999999999,15439.11,3.51,-3.8400000000000007
2016-11-27,7.865714285714286,4.37,11.11,2.7429,0,49.65,-0.12014285714285713,15499.02,3.13,-2.1342857142857143
2016-12-04,5.335714285714286,0.92,9.084285714285715,12.1327,1,20.16,-0.13957142857142857,11349.75,29.06,-4.664285714285714
2016-12-11,5.998571428571429,3.81,9.667142857142858,7.7456,0,13.899999999999999,-0.16414285714285715,14018.31,12.39,-4.001428571428571
2016-12-18,8.224285714285715,6.42,11.914285714285715,0.0,0,9.85,-0.17471428571428568,14993.25,6.29,-1.775714285714285
2016-12-25,9.024285714285714,6.83,13.04857142857143,0.0,0,23.39,-0.18414285714285714,14584.23,8.85,-0.975714285714286
2017-01-01,8.917142857142858,5.98,12.85,0.3607,0,29.54,-0.20557142857142857,15138.7,5.38,-1.0828571428571419
2017-01-08,5.090000000000001,-0.72,9.102857142857143,10.616,1,21.95,-0.23214285714285715,13408.71,16.2,-4.909999999999999
2017-01-15,9.23,7.95,13.291428571428572,0.0,0,27.169999999999998,-0.26742857142857146,18313.41,-14.46,-0.7699999999999996
2017-01-22,8.735714285714286,5.06,12.930000000000001,0.4183,0,29.630000000000003,-0.2934285714285714,17214.97,-7.59,-1.2642857142857142
2017-01-29,13.772857142857143,10.37,18.152857142857144,0.0,0,17.33,-0.3141428571428571,16871.8,-5.45,3.772857142857143
2017-02-05,12.657142857142857,9.41,16.992857142857144,0.0,0,7.75,-0.3345714285714286,16302.97,-1.89,2.6571428571428566
2017-02-12,7.131428571428572,5.05,11.855714285714287,0.0445,0,20.38,-0.3517142857142857,13830.03,13.56,-2.8685714285714283
2017-02-19,6.927142857142857,0.96,11.491428571428571,5.2984,1,25.119999999999997,-0.3538571428571428,12743.04,20.36,-3.072857142857143
2017-02-26,4.535714285714286,-4.12,9.24,20.906299999999998,3,42.92,-0.3568571428571428,8442.27,47.24,-5.464285714285714
2017-03-05,9.107142857142858,6.44,13.598571428571429,0.0,0,15.629999999999999,-0.3692857142857143,18784.58,-17.4,-0.8928571428571423
2017-03-12,9.602857142857143,8.37,14.022857142857143,0.0,0,18.5,-0.38042857142857145,17022.23,-6.39,-0.3971428571428568
2017-03-19,5.795714285714285,4.47,10.507142857142856,2.8133,0,44.16,-0.4027142857142857,16582.73,-3.64,-4.204285714285715
2017-03-26,7.961428571428572,5.47,12.637142857142857,0.3446,0,6.96,-0.4267142857142857,16298.89,-1.87,-2.0385714285714283
2017-04-02,5.758571428571429,3.34,10.032857142857143,5.5837,0,30.29,-0.4335714285714286,14270.65,10.81,-4.241428571428571
2017-04-09,7.701428571428571,6.52,12.124285714285715,0.0,0,10.59,-0.4478571428571429,16806.76,-5.04,-2.298571428571429
2017-04-16,8.935714285714285,6.77,13.528571428571428,0.0,0,36.28,-0.47657142857142853,17265.36,-7.91,-1.064285714285715
2017-04-23,12.838571428571429,10.42,17.771428571428572,0.0,0,67.87,-0.5,17518.65,-9.49,2.838571428571429
2017-04-30,11.045714285714284,9.82,15.572857142857142,0.0,0,17.42,-0.5148571428571429,15592.13,2.55,1.0457142857142845
2017-05-07,13.055714285714286,10.97,16.96,0.0,0,22.1,-0.5331428571428571,17499.81,-9.37,3.055714285714286
2017-05-14,9.09,6.03,13.417142857142858,0.0,0,16.48,-0.5268571428571429,14992.69,6.3,-0.9100000000000001
2017-05-21,8.564285714285715,6.39,12.522857142857143,0.0,0,15.86,-0.5457142857142857,16250.94,-1.57,-1.435714285714285
2017-05-28,6.908571428571428,4.44,11.134285714285713,1.9426,0,41.38,-0.5591428571428572,18576.35,-16.1,-3.0914285714285716
2017-06-04,9.535714285714286,6.27,13.744285714285713,0.0,0,46.0,-0.582,16045.02,-0.28,-0.4642857142857135
2017-06-11,10.707142857142857,6.84,14.744285714285715,0.0,0,63.35,-0.5895714285714285,15340.7,4.12,0.7071428571428573
2017-06-18,13.66,12.48,17.837142857142858,0.0,0,19.83,-0.6105714285714285,15822.9,1.11,3.66
2017-06-25,13.284285714285714,10.63,17.201428571428572,0.0,0,16.3,-0.6145714285714285,15316.13,4.27,3.284285714285714
2017-07-02,14.51142857142857,12.06,17.834285714285716,0.0,0,38.94,-0.6312857142857143,13831.46,13.55,4.511428571428571
2017-07-09,9.754285714285714,6.67,13.18142857142857,0.0,0,13.14,-0.6290000000000001,15106.43,5.58,-0.24571428571428555
2017-07-16,11.982857142857142,9.79,15.702857142857143,0.0,0,29.01,-0.6402857142857143,14323.13,10.48,1.9828571428571422
2017-07-23,12.401428571428571,10.09,15.512857142857143,0.0,0,10.92,-0.6412857142857142,15813.72,1.16,2.4014285714285712
2017-07-30,15.1,10.01,18.565714285714286,0.0,0,20.74,-0.6432857142857143,14812.86,7.42,5.1
2017-08-06,12.02,8.73,15.190000000000001,0.0,0,8.92,-0.6514285714285715,17325.71,-8.29,2.0199999999999996
2017-08-13,11.458571428571428,9.36,15.205714285714285,0.0,0,7.99,-0.6524285714285715,15656.67,2.15,1.4585714285714282
2017-08-20,14.924285714285714,10.54,18.172857142857143,0.0,0,25.76,-0.6701428571428573,15459.03,3.38,4.924285714285714
2017-08-27,13.75,10.15,16.77,0.0,0,13.540000000000001,-0.6915714285714285,16732.78,-4.58,3.75
2017-09-03,10.138571428571428,8.79,13.435714285714285,0.0,0,11.56,-0.6902857142857143,14852.71,7.17,0.1385714285714279
2017-09-10,10.974285714285713,7.93,14.438571428571427,0.0,0,11.219999999999999,-0.6887142857142857,15756.67,1.52,0.9742857142857133
2017-09-17,12.79857142857143,9.82,16.04,0.0,0,4.54,-0.6821428571428572,17459.07,-9.12,2.79857142857143
2017-09-24,11.525714285714287,8.05,14.835714285714285,0.0,0,20.08,-0.7024285714285714,14727.6,7.95,1.5257142857142867
2017-10-01,10.157142857142857,7.35,13.685714285714287,0.0,0,33.29,-0.7167142857142856,15648.98,2.19,0.15714285714285658
2017-10-08,12.462857142857144,9.66,15.577142857142857,0.0,0,67.56,-0.7317142857142857,16153.9,-0.96,2.4628571428571444
2017-10-15,9.971428571428572,7.32,13.195714285714287,0.0,0,32.86,-0.7231428571428571,17007.44,-6.3,-0.02857142857142847
2017-10-22,9.858571428571429,5.32,12.671428571428573,0.5607,0,15.48,-0.7185714285714285,14921.35,6.74,-0.14142857142857146
2017-10-29,10.182857142857143,5.27,13.178571428571429,1.2213,0,13.18,-0.7151428571428572,13847.7,13.45,0.18285714285714327
2017-11-05,2.81,-0.39,6.261428571428572,26.1631,3,21.93,-0.7264285714285714,8080.64,49.5,-7.1899999999999995
2017-11-12,6.6657142857142855,4.52,9.831428571428571,5.1423000000000005,0,15.48,-0.7185714285714285,15786.31,1.34,-3.3342857142857145
2017-11-19,7.95,5.59,11.662857142857144,0.5787,0,13.29,-0.7228571428571428,16351.94,-2.2,-2.05
2017-11-26,8.322857142857142,6.36,11.655714285714286,0.0118,0,40.1,-0.7084285714285714,16595.24,-3.72,-1.677142857142858
2017-12-03,4.5442857142857145,2.24,8.422857142857143,11.0414,0,45.400000000000006,-0.6982857142857143,14513.76,9.29,-5.4557142857142855
2017-12-10,5.8,4.14,9.384285714285713,6.4851,0,51.699999999999996,-0.6897142857142856,15481.0,3.24,-4.2
2017-12-17,2.891428571428571,-1.92,6.377142857142857,25.3527,3,17.73,-0.6881428571428572,8811.21,44.93,-7.1085714285714285
2017-12-24,6.784285714285715,2.91,10.790000000000001,3.4800999999999997,0,18.71,-0.6792857142857144,15011.76,6.18,-3.2157142857142853
2017-12-31,1.9714285714285715,-0.38,5.954285714285715,28.3143,3,74.33,-0.6717142857142857,10120.62,36.75,-8.028571428571428
2018-01-07,5.6657142857142855,4.33,9.598571428571429,4.2572,0,30.43,-0.6575714285714286,17074.04,-6.71,-4.3342857142857145
2018-01-14,7.352857142857142,4.87,11.124285714285715,1.2003,0,11.600000000000001,-0.662,15114.57,5.53,-2.6471428571428577
2018-01-21,3.437142857142857,0.09,7.857142857142857,16.8991,2,32.4,-0.6622857142857143,11398.91,28.76,-6.562857142857143
2018-01-28,7.948571428571428,3.18,11.962857142857143,4.5592,0,38.37,-0.6412857142857142,14638.75,8.51,-2.0514285714285716
2018-02-04,9.088571428571429,6.98,13.281428571428572,0.0,0,18.080000000000002,-0.6334285714285715,16506.33,-3.16,-0.911428571428571
2018-02-11,9.285714285714286,7.12,13.587142857142856,0.0,0,27.990000000000002,-0.6241428571428571,17618.16,-10.11,-0.7142857142857135
2018-02-18,5.418571428571428,2.5,10.0,4.3615,0,31.83,-0.6138571428571428,15372.63,3.92,-4.581428571428572
2018-02-25,5.3585714285714285,3.95,10.03,1.809,0,41.34,-0.6091428571428572,16886.8,-5.54,-4.6414285714285715
2018-03-04,4.148571428571429,1.9,8.84142857142857,10.145800000000001,1,34.58,-0.5921428571428571,14301.2,10.62,-5.851428571428571
2018-03-11,1.957142857142857,-1.44,6.465714285714285,24.7259,4,23.4,-0.5731428571428571,8118.39,49.26,-8.042857142857143
2018-03-18,7.741428571428571,5.95,12.20142857142857,0.2934,0,19.55,-0.5675714285714285,18890.25,-18.06,-2.258571428571429
2018-03-25,7.61,3.45,12.447142857142856,1.1964,0,15.420000000000002,-0.558,16915.68,-5.72,-2.3899999999999997
2018-04-01,7.832857142857143,5.67,12.405714285714286,0.0,0,16.69,-0.552,15553.33,2.79,-2.1671428571428573
2018-04-08,10.401428571428571,7.7,14.914285714285715,0.0,0,10.309999999999999,-0.5454285714285715,14731.58,7.93,0.40142857142857125
2018-04-15,9.748571428571427,7.46,14.069999999999999,0.0,0,35.14,-0.5271428571428572,14450.24,9.69,-0.25142857142857267
2018-04-22,7.115714285714286,3.81,11.042857142857143,3.1986,0,17.09,-0.5077142857142858,14938.2,6.64,-2.8842857142857143
2018-04-29,11.0,6.57,15.334285714285715,0.0,0,18.64,-0.4825714285714286,16053.92,-0.34,1.0
2018-05-06,10.945714285714287,9.61,15.6,0.0,0,16.22,-0.46,16356.29,-2.23,0.9457142857142866
2018-05-13,9.047142857142857,7.39,13.012857142857143,0.0,0,11.89,-0.4427142857142857,17152.95,-7.21,-0.9528571428571428
2018-05-20,11.194285714285714,7.97,15.301428571428572,0.0,0,20.25,-0.44085714285714284,16534.43,-3.34,1.194285714285714
2018-05-27,13.982857142857142,11.21,18.135714285714286,0.0,0,11.32,-0.41085714285714287,17984.73,-12.4,3.982857142857142
2018-06-03,7.26,2.69,11.23,7.059699999999999,0,14.63,-0.3982857142857143,15975.47,0.15,-2.74
2018-06-10,9.104285714285714,5.88,13.232857142857142,0.8175,0,28.55,-0.3844285714285714,19453.71,-21.59,-0.8957142857142859
2018-06-17,11.725714285714286,9.91,15.395714285714288,0.0,0,27.09,-0.35714285714285715,18336.24,-14.6,1.725714285714286
2018-06-24,12.305714285714286,9.58,15.934285714285712,0.0,0,15.17,-0.33842857142857147,16022.72,-0.14,2.305714285714286
2018-07-01,12.354285714285714,9.6,16.187142857142856,0.0,0,12.8,-0.34385714285714286,14725.15,7.97,2.354285714285714
2018-07-08,11.127142857142857,7.42,14.797142857142857,0.0,0,25.18,-0.3404285714285714,16005.29,-0.03,1.1271428571428572
2018-07-15,15.727142857142857,9.77,19.461428571428574,0.0,0,8.48,-0.304,15734.22,1.66,5.727142857142857
2018-07-22,5.701428571428571,2.72,9.185714285714285,10.1889,0,13.699999999999998,-0.2927142857142857,15871.14,0.81,-4.298571428571429
2018-07-29,14.73,8.07,18.24142857142857,0.0,0,30.11,-0.27514285714285713,16899.63,-5.62,4.73
2018-08-05,13.131428571428572,9.38,16.66,0.0,0,31.4,-0.24057142857142857,16317.44,-1.98,3.1314285714285717
2018-08-12,17.384285714285713,15.8,20.457142857142856,0.0,0,27.36,-0.22142857142857145,15126.69,5.46,7.3842857142857135
2018-08-19,14.682857142857143,12.09,18.31714285714286,0.0,0,31.83,-0.19485714285714287,13789.2,13.82,4.682857142857143
2018-08-26,13.421428571428573,10.16,16.517142857142858,0.0,0,21.259999999999998,-0.18085714285714286,14469.32,9.57,3.4214285714285726
2018-09-02,11.59142857142857,9.54,14.347142857142858,0.0,0,9.85,-0.15542857142857144,16338.87,-2.12,1.5914285714285707
2018-09-09,6.807142857142858,4.2,10.087142857142856,4.5196000000000005,0,23.75,-0.131,16025.24,-0.16,-3.192857142857142
2018-09-16,6.758571428571429,4.71,9.994285714285715,3.2809999999999997,0,42.6,-0.10828571428571429,14410.46,9.93,-3.241428571428571
2018-09-23,4.537142857142857,1.77,7.885714285714286,15.225100000000001,1,10.23,-0.06728571428571428,12523.89,21.73,-5.462857142857143
2018-09-30,10.31857142857143,5.93,13.641428571428571,0.0101,0,10.8,-0.05114285714285714,16289.63,-1.81,0.3185714285714294
2018-10-07,13.441428571428572,11.58,16.44,0.0,0,28.51,-0.027142857142857142,15070.09,5.81,3.441428571428572
2018-10-14,7.218571428571429,5.38,10.381428571428572,2.9745,0,7.43,-0.007571428571428571,15513.18,3.04,-2.781428571428571
2018-10-21,13.040000000000001,9.42,16.444285714285716,0.0,0,16.37,0.008285714285714285,15959.58,0.25,3.040000000000001
2018-10-28,11.507142857142856,8.56,14.825714285714286,0.0,0,17.37,0.02485714285714286,14597.57,8.77,1.5071428571428562
2018-11-04,9.524285714285714,7.11,13.202857142857143,0.0,0,35.09,0.04585714285714286,15777.45,1.39,-0.475714285714286
2018-11-11,7.075714285714286,2.53,10.544285714285715,4.8665,0,13.05,0.07185714285714286,16128.41,-0.8,-2.9242857142857144
2018-11-18,4.571428571428571,2.97,8.110000000000001,13.5456,0,6.13,0.09457142857142857,16354.87,-2.22,-5.428571428571429
2018-11-25,9.191428571428572,6.58,12.604285714285714,0.0,0,31.22,0.12085714285714287,17895.39,-11.85,-0.8085714285714278
2018-12-02,9.45142857142857,8.0,12.975714285714286,0.0,0,25.14,0.13214285714285715,15153.07,5.29,-0.5485714285714298
2018-12-09,5.274285714285715,2.13,9.035714285714286,12.574499999999999,0,27.09,0.1462857142857143,13372.57,16.42,-4.725714285714285
2018-12-16,7.8100000000000005,5.16,11.58,1.9851,0,52.47,0.1657142857142857,15688.01,1.95,-2.1899999999999995
2018-12-23,1.6099999999999999,-1.31,5.095714285714286,34.3341,4,17.59,0.16628571428571431,6378.65,60.13,-8.39
2018-12-30,9.34142857142857,7.58,13.107142857142858,0.0,0,16.98,0.15785714285714286,16791.91,-4.95,-0.6585714285714293
2019-01-06,9.687142857142858,6.51,13.69,0.0,0,29.88,0.18328571428571427,20912.29,-30.7,-0.3128571428571423
2019-01-13,8.518571428571429,6.63,12.357142857142858,0.0,0,20.28,0.2047142857142857,18822.26,-17.64,-1.4814285714285713
2019-01-20,9.082857142857142,4.95,13.35,1.0635,0,32.34,0.2245714285714286,18462.83,-15.39,-0.9171428571428581
2019-01-27,10.120000000000001,8.31,14.518571428571429,0.0,0,41.56,0.2524285714285714,18202.93,-13.77,0.120000000000001
