fecha,estacion_id,t_promedio_c,t_minima_c,t_maxima_c,hdd,cdd,hdd_acumulado,evento_helada,enso_index,precipitacion_mm
2023-02-13,EST001,12.92,5.44,18.51,0.0,2.92,0.79,0,0.607,3.07
2023-02-13,EST002,12.57,8.8,18.63,0.0,2.57,6.03,0,0.837,1.64
2023-02-13,EST003,9.39,8.14,15.15,0.61,0.0,1.3,0,0.219,2.46
2023-02-14,EST001,13.54,5.8,18.53,0.0,3.54,0.79,0,0.811,4.25
2023-02-14,EST002,11.99,6.61,16.55,0.0,1.99,6.03,0,0.64,4.97
2023-02-14,EST003,11.05,5.56,15.79,0.0,1.05,1.3,0,0.333,5.61
2023-02-15,EST001,10.32,6.28,15.31,0.0,0.32,0.79,0,0.895,5.42
2023-02-15,EST002,12.18,6.95,19.27,0.0,2.18,6.03,0,0.737,4.03
2023-02-15,EST003,9.44,7.04,13.98,0.56,0.0,1.86,0,0.386,3.44
2023-02-16,EST001,12.71,7.92,17.6,0.0,2.71,0.79,0,0.725,4.19
2023-02-16,EST002,7.3,4.71,12.08,2.7,0.0,8.73,0,0.216,5.8
2023-02-16,EST003,16.55,10.72,21.23,0.0,6.55,1.86,0,1.026,4.45
2023-02-17,EST001,11.73,8.65,16.28,0.0,1.73,0.79,0,0.472,4.51
2023-02-17,EST002,12.64,8.64,18.3,0.0,2.64,8.73,0,0.946,6.85
2023-02-17,EST003,9.01,8.84,15.41,0.99,0.0,2.85,0,0.178,3.33
2023-02-18,EST001,9.64,8.34,15.45,0.36,0.0,1.15,0,0.825,2.27
2023-02-18,EST002,5.76,2.58,11.35,4.24,0.0,12.97,0,0.154,4.55
2023-02-18,EST003,12.68,7.81,17.86,0.0,2.68,2.85,0,0.306,7.59
2023-02-19,EST001,12.17,8.21,15.77,0.0,2.17,1.15,0,0.474,1.35
2023-02-19,EST002,11.81,5.24,14.75,0.0,1.81,12.97,0,0.123,8.41
2023-02-19,EST003,12.2,9.2,18.76,0.0,2.2,2.85,0,0.425,9.48
2023-02-20,EST001,14.26,10.99,22.5,0.0,4.26,1.15,0,0.434,6.23
2023-02-20,EST002,12.99,7.04,20.33,0.0,2.99,12.97,0,0.625,1.74
2023-02-20,EST003,13.87,10.89,21.89,0.0,3.87,2.85,0,0.656,2.9
2023-02-21,EST001,13.03,11.05,16.57,0.0,3.03,1.15,0,0.984,2.03
2023-02-21,EST002,9.62,4.82,16.4,0.38,0.0,13.35,0,0.84,6.99
2023-02-21,EST003,10.83,8.96,18.08,0.0,0.83,2.85,0,0.527,3.25
2023-02-22,EST001,15.89,11.06,21.57,0.0,5.89,1.15,0,1.282,2.07
2023-02-22,EST002,14.56,10.47,19.96,0.0,4.56,13.35,0,1.091,5.52
2023-02-22,EST003,14.07,8.46,18.52,0.0,4.07,2.85,0,0.381,0.87
2023-02-23,EST001,7.65,0.57,11.0,2.35,0.0,3.5,1,0.575,3.17
2023-02-23,EST002,13.01,7.79,19.3,0.0,3.01,13.35,0,0.466,3.5
2023-02-23,EST003,13.43,9.8,20.84,0.0,3.43,2.85,0,0.788,6.2
2023-02-24,EST001,14.23,8.47,19.5,0.0,4.23,3.5,0,0.26,5.2
2023-02-24,EST002,10.61,7.4,16.49,0.0,0.61,13.35,0,1.021,4.06
2023-02-24,EST003,13.49,6.94,18.85,0.0,3.49,2.85,0,1.43,5.7
2023-02-25,EST001,8.17,3.04,13.74,1.83,0.0,5.33,0,1.044,6.02
2023-02-25,EST002,11.89,9.73,16.58,0.0,1.89,13.35,0,0.402,2.26
2023-02-25,EST003,14.19,7.69,19.78,0.0,4.19,2.85,0,0.298,5.33
2023-02-26,EST001,15.56,12.47,20.36,0.0,5.56,5.33,0,0.669,1.65
2023-02-26,EST002,13.86,10.04,19.49,0.0,3.86,13.35,0,0.399,2.69
2023-02-26,EST003,14.53,11.09,22.12,0.0,4.53,2.85,0,0.545,4.67
2023-02-27,EST001,14.9,13.03,17.26,0.0,4.9,5.33,0,0.215,7.79
2023-02-27,EST002,10.86,3.02,15.01,0.0,0.86,13.35,0,0.728,8.63
2023-02-27,EST003,17.74,10.65,24.55,0.0,7.74,2.85,0,0.98,5.78
2023-02-28,EST001,14.52,11.35,18.29,0.0,4.52,5.33,0,0.679,3.49
2023-02-28,EST002,11.11,6.07,17.54,0.0,1.11,13.35,0,0.706,8.43
2023-02-28,EST003,9.87,6.16,13.79,0.13,0.0,2.98,0,0.12,3.75
2023-03-01,EST001,12.27,6.0,18.22,0.0,2.27,0.0,0,0.38,9.56
2023-03-01,EST002,15.29,10.42,19.95,0.0,5.29,0.0,0,0.399,2.88
2023-03-01,EST003,15.44,8.61,22.75,0.0,5.44,0.0,0,0.54,0.64
2023-03-02,EST001,12.92,11.57,18.4,0.0,2.92,0.0,0,0.65,2.6
2023-03-02,EST002,8.25,3.48,12.45,1.75,0.0,1.75,0,0.343,4.62
2023-03-02,EST003,12.65,5.99,20.14,0.0,2.65,0.0,0,0.557,2.19
2023-03-03,EST001,13.74,11.24,19.19,0.0,3.74,0.0,0,0.931,7.68
2023-03-03,EST002,11.99,8.3,15.67,0.0,1.99,1.75,0,0.453,3.32
2023-03-03,EST003,13.64,8.27,17.44,0.0,3.64,0.0,0,1.149,3.19
2023-03-04,EST001,12.52,9.64,13.88,0.0,2.52,0.0,0,0.972,6.21
2023-03-04,EST002,11.54,7.44,17.31,0.0,1.54,1.75,0,0.238,2.41
2023-03-04,EST003,14.71,12.59,20.15,0.0,4.71,0.0,0,0.3,5.4
2023-03-05,EST001,12.48,10.9,19.23,0.0,2.48,0.0,0,0.493,1.57
2023-03-05,EST002,12.74,7.02,16.22,0.0,2.74,1.75,0,0.732,5.29
2023-03-05,EST003,14.45,10.19,18.9,0.0,4.45,0.0,0,0.465,4.26
2023-03-06,EST001,9.89,9.51,15.54,0.11,0.0,0.11,0,0.991,3.09
2023-03-06,EST002,9.72,4.79,17.81,0.28,0.0,2.03,0,0.726,1.82
2023-03-06,EST003,12.26,6.2,16.29,0.0,2.26,0.0,0,0.48,2.55
2023-03-07,EST001,10.19,6.01,17.63,0.0,0.19,0.11,0,0.823,3.24
2023-03-07,EST002,11.51,9.85,17.83,0.0,1.51,2.03,0,0.702,3.46
2023-03-07,EST003,20.7,16.25,24.57,0.0,10.7,0.0,0,0.598,7.45
2023-03-08,EST001,12.85,11.01,19.23,0.0,2.85,0.11,0,0.531,9.62
2023-03-08,EST002,14.94,11.61,21.86,0.0,4.94,2.03,0,0.752,6.56
2023-03-08,EST003,13.93,11.2,17.96,0.0,3.93,0.0,0,1.04,3.0
2023-03-09,EST001,11.56,8.99,17.2,0.0,1.56,0.11,0,1.356,0.8
2023-03-09,EST002,12.3,6.18,17.18,0.0,2.3,2.03,0,0.872,0.81
2023-03-09,EST003,13.79,10.07,20.27,0.0,3.79,0.0,0,1.093,11.77
2023-03-10,EST001,14.02,9.53,19.31,0.0,4.02,0.11,0,0.636,5.02
2023-03-10,EST002,11.5,7.25,18.48,0.0,1.5,2.03,0,0.44,7.42
2023-03-10,EST003,16.01,12.19,17.83,0.0,6.01,0.0,0,0.56,7.89
2023-03-11,EST001,12.51,10.01,16.75,0.0,2.51,0.11,0,0.999,5.64
2023-03-11,EST002,11.64,8.19,16.05,0.0,1.64,2.03,0,0.47,8.85
2023-03-11,EST003,11.91,6.08,19.19,0.0,1.91,0.0,0,1.047,2.71
2023-03-12,EST001,13.58,9.62,17.22,0.0,3.58,0.11,0,0.849,0.46
2023-03-12,EST002,15.21,11.91,20.51,0.0,5.21,2.03,0,0.837,3.22
2023-03-12,EST003,14.19,10.9,20.5,0.0,4.19,0.0,0,0.348,4.38
2023-03-13,EST001,17.42,14.92,21.4,0.0,7.42,0.11,0,0.911,4.54
2023-03-13,EST002,13.12,8.39,19.07,0.0,3.12,2.03,0,1.089,5.23
2023-03-13,EST003,12.12,7.11,19.97,0.0,2.12,0.0,0,0.717,1.08
2023-03-14,EST001,15.34,11.52,17.08,0.0,5.34,0.11,0,1.015,2.39
2023-03-14,EST002,12.01,7.51,17.3,0.0,2.01,2.03,0,0.974,2.69
2023-03-14,EST003,14.0,10.39,20.11,0.0,4.0,0.0,0,0.945,1.19
2023-03-15,EST001,15.28,12.08,21.49,0.0,5.28,0.11,0,0.875,9.51
2023-03-15,EST002,11.68,8.2,16.65,0.0,1.68,2.03,0,0.674,6.4
2023-03-15,EST003,8.68,6.26,12.08,1.32,0.0,1.32,0,1.05,9.13
2023-03-16,EST001,12.31,8.56,17.42,0.0,2.31,0.11,0,1.117,1.22
2023-03-16,EST002,12.84,7.38,18.59,0.0,2.84,2.03,0,0.826,7.0
2023-03-16,EST003,5.96,0.94,9.98,4.04,0.0,5.36,1,0.22,5.53
2023-03-17,EST001,16.0,12.21,22.43,0.0,6.0,0.11,0,1.256,7.94
2023-03-17,EST002,16.34,11.23,21.45,0.0,6.34,2.03,0,0.292,3.26
2023-03-17,EST003,10.61,3.35,15.35,0.0,0.61,5.36,0,0.81,5.65
2023-03-18,EST001,12.68,6.14,16.75,0.0,2.68,0.11,0,0.834,1.77
2023-03-18,EST002,8.94,5.86,13.88,1.06,0.0,3.09,0,0.647,1.92
2023-03-18,EST003,9.2,5.32,11.94,0.8,0.0,6.16,0,1.004,4.25
2023-03-19,EST001,8.93,5.39,12.8,1.07,0.0,1.18,0,0.875,8.02
2023-03-19,EST002,7.55,3.38,12.31,2.45,0.0,5.54,0,0.981,4.64
2023-03-19,EST003,10.84,7.32,14.65,0.0,0.84,6.16,0,1.102,4.06
2023-03-20,EST001,17.32,13.41,21.26,0.0,7.32,1.18,0,0.328,1.41
2023-03-20,EST002,8.28,3.88,14.04,1.72,0.0,7.26,0,0.308,6.69
2023-03-20,EST003,11.51,7.29,18.93,0.0,1.51,6.16,0,1.051,3.19
2023-03-21,EST001,10.34,9.57,14.26,0.0,0.34,1.18,0,0.722,1.04
2023-03-21,EST002,11.91,7.79,16.57,0.0,1.91,7.26,0,0.59,4.51
2023-03-21,EST003,13.82,11.46,20.94,0.0,3.82,6.16,0,0.755,4.06
2023-03-22,EST001,14.34,9.99,20.77,0.0,4.34,1.18,0,0.874,2.16
2023-03-22,EST002,13.14,10.86,18.3,0.0,3.14,7.26,0,0.778,3.38
2023-03-22,EST003,12.4,11.22,16.58,0.0,2.4,6.16,0,0.815,4.48
2023-03-23,EST001,10.0,4.1,13.7,0.0,0.0,1.18,0,1.081,5.28
2023-03-23,EST002,10.62,3.96,13.83,0.0,0.62,7.26,0,1.066,7.0
2023-03-23,EST003,11.04,4.95,15.66,0.0,1.04,6.16,0,0.876,4.78
2023-03-24,EST001,12.23,7.01,18.42,0.0,2.23,1.18,0,0.267,7.91
2023-03-24,EST002,8.08,2.53,14.77,1.92,0.0,9.18,0,0.465,2.77
2023-03-24,EST003,9.96,6.28,14.5,0.04,0.0,6.2,0,1.026,7.93
2023-03-25,EST001,16.06,12.9,20.75,0.0,6.06,1.18,0,0.289,1.58
2023-03-25,EST002,14.65,8.23,17.8,0.0,4.65,9.18,0,0.616,3.92
2023-03-25,EST003,13.42,10.63,19.06,0.0,3.42,6.2,0,0.652,3.96
2023-03-26,EST001,13.94,9.93,18.29,0.0,3.94,1.18,0,0.762,3.73
2023-03-26,EST002,11.31,7.7,18.71,0.0,1.31,9.18,0,0.964,3.11
2023-03-26,EST003,14.46,10.96,21.22,0.0,4.46,6.2,0,0.906,3.68
2023-03-27,EST001,13.69,12.05,17.0,0.0,3.69,1.18,0,0.439,4.43
2023-03-27,EST002,16.57,9.22,22.53,0.0,6.57,9.18,0,0.947,1.4
2023-03-27,EST003,11.36,8.54,15.43,0.0,1.36,6.2,0,0.746,2.58
2023-03-28,EST001,7.62,2.5,11.01,2.38,0.0,3.56,0,0.87,10.22
2023-03-28,EST002,9.94,9.74,14.51,0.06,0.0,9.24,0,1.128,9.88
2023-03-28,EST003,9.65,4.9,13.95,0.35,0.0,6.55,0,0.766,11.93
2023-03-29,EST001,8.81,4.43,14.51,1.19,0.0,4.75,0,1.124,4.29
2023-03-29,EST002,13.01,9.6,18.41,0.0,3.01,9.24,0,0.696,5.86
2023-03-29,EST003,11.8,7.23,16.76,0.0,1.8,6.55,0,1.137,3.85
2023-03-30,EST001,8.14,2.25,11.78,1.86,0.0,6.61,0,0.603,2.21
2023-03-30,EST002,15.68,14.88,25.39,0.0,5.68,9.24,0,1.116,4.67
2023-03-30,EST003,12.58,8.15,18.36,0.0,2.58,6.55,0,0.993,5.67
2023-03-31,EST001,12.79,9.09,17.56,0.0,2.79,6.61,0,0.741,7.4
2023-03-31,EST002,13.72,13.31,19.7,0.0,3.72,9.24,0,0.858,3.94
2023-03-31,EST003,11.75,6.06,18.17,0.0,1.75,6.55,0,0.568,5.22
2023-04-01,EST001,10.14,8.21,14.2,0.0,0.14,0.0,0,1.059,6.86
2023-04-01,EST002,13.52,8.43,19.29,0.0,3.52,0.0,0,0.608,5.3
2023-04-01,EST003,14.72,9.59,21.5,0.0,4.72,0.0,0,1.012,5.05
2023-04-02,EST001,15.25,11.29,18.93,0.0,5.25,0.0,0,0.751,1.77
2023-04-02,EST002,10.55,6.77,14.36,0.0,0.55,0.0,0,0.708,1.68
2023-04-02,EST003,13.25,9.25,17.02,0.0,3.25,0.0,0,0.998,6.81
2023-04-03,EST001,8.55,5.69,12.4,1.45,0.0,1.45,0,0.518,6.49
2023-04-03,EST002,11.76,8.16,13.75,0.0,1.76,0.0,0,0.99,0.28
2023-04-03,EST003,12.87,8.45,19.91,0.0,2.87,0.0,0,0.407,5.06
2023-04-04,EST001,13.03,6.33,19.89,0.0,3.03,1.45,0,0.862,2.53
2023-04-04,EST002,14.26,11.72,19.97,0.0,4.26,0.0,0,0.951,7.18
2023-04-04,EST003,19.62,15.03,23.86,0.0,9.62,0.0,0,0.791,1.31
2023-04-05,EST001,10.83,7.44,15.04,0.0,0.83,1.45,0,0.844,1.53
2023-04-05,EST002,15.04,11.04,20.03,0.0,5.04,0.0,0,0.7,4.47
2023-04-05,EST003,14.78,12.08,18.79,0.0,4.78,0.0,0,0.707,0.04
2023-04-06,EST001,10.52,7.23,16.83,0.0,0.52,1.45,0,0.876,4.58
2023-04-06,EST002,14.37,10.58,19.96,0.0,4.37,0.0,0,0.766,4.8
2023-04-06,EST003,11.26,10.92,16.06,0.0,1.26,0.0,0,1.224,6.78
2023-04-07,EST001,14.98,9.13,20.11,0.0,4.98,1.45,0,0.855,2.15
2023-04-07,EST002,11.45,6.53,18.26,0.0,1.45,0.0,0,0.754,2.65
2023-04-07,EST003,12.72,7.82,15.55,0.0,2.72,0.0,0,0.107,2.35
2023-04-08,EST001,9.52,6.28,14.3,0.48,0.0,1.93,0,0.659,8.36
2023-04-08,EST002,13.06,8.61,18.99,0.0,3.06,0.0,0,0.453,7.12
2023-04-08,EST003,12.53,7.52,15.92,0.0,2.53,0.0,0,0.328,6.45
2023-04-09,EST001,13.51,10.86,17.21,0.0,3.51,1.93,0,1.131,0.43
2023-04-09,EST002,16.35,13.7,22.31,0.0,6.35,0.0,0,0.694,5.81
2023-04-09,EST003,11.36,7.6,16.42,0.0,1.36,0.0,0,0.492,6.22
2023-04-10,EST001,11.29,7.63,14.8,0.0,1.29,1.93,0,0.022,3.43
2023-04-10,EST002,18.27,13.09,23.24,0.0,8.27,0.0,0,0.712,4.07
2023-04-10,EST003,14.09,11.86,20.76,0.0,4.09,0.0,0,1.006,6.15
2023-04-11,EST001,13.67,9.64,19.68,0.0,3.67,1.93,0,0.966,2.94
2023-04-11,EST002,10.81,6.66,18.13,0.0,0.81,0.0,0,0.417,0.4
2023-04-11,EST003,13.13,9.05,18.39,0.0,3.13,0.0,0,0.862,3.33
2023-04-12,EST001,16.29,14.69,20.05,0.0,6.29,1.93,0,0.755,0.93
2023-04-12,EST002,11.8,5.31,16.83,0.0,1.8,0.0,0,0.856,0.22
2023-04-12,EST003,11.18,7.74,15.7,0.0,1.18,0.0,0,1.171,5.67
2023-04-13,EST001,9.79,5.42,15.54,0.21,0.0,2.14,0,1.126,8.74
